-2.763419039547443390e-02,3.956183046102523804e-02,1.255428493022918701e-01,1.874158233404159546e-01,-2.115290611982345581e-01,-8.591717481613159180e-02,4.806190729141235352e-02,-8.705951273441314697e-02,-1.172463074326515198e-01,1.389830559492111206e-01,-7.120921462774276733e-02,-1.400006264448165894e-01,1.073421724140644073e-02,-4.335764423012733459e-02,9.606747329235076904e-02,-1.360963135957717896e-01,4.126182291656732559e-03,-3.835903853178024292e-02,1.132717449218034744e-02,1.472702948376536369e-03,1.195414364337921143e-01,5.389016494154930115e-02,1.256143152713775635e-01,-2.756516449153423309e-02,-5.027918517589569092e-02,3.320857137441635132e-02,-6.556986272335052490e-02,1.833382695913314819e-01,3.968182136304676533e-05,-6.090623885393142700e-02,5.732860788702964783e-02,-1.393757164478302002e-01,-2.918835543096065521e-02,8.265613764524459839e-02,-9.561145305633544922e-02,1.582727581262588501e-02,-1.597431153059005737e-01,-1.080660670995712280e-01,-3.773842006921768188e-02,-1.447917334735393524e-02,6.213928014039993286e-02,6.554121524095535278e-02,4.638947546482086182e-02,6.401085853576660156e-02,8.514445275068283081e-02,4.120223596692085266e-02,-9.801425039768218994e-03,-3.193733468651771545e-02,1.118094846606254578e-02,9.903768450021743774e-02
5.755433812737464905e-02,2.745258435606956482e-02,2.009298838675022125e-02,-5.488216131925582886e-02,1.501557379961013794e-01,-1.422330737113952637e-01,-7.474304735660552979e-02,-2.852222621440887451e-01,1.537111774086952209e-02,-1.371210366487503052e-01,-1.099174097180366516e-01,5.905288085341453552e-02,-1.325218472629785538e-02,1.668679416179656982e-01,7.515744119882583618e-02,-2.046782970428466797e-01,2.046938240528106689e-01,-1.816676184535026550e-02,-2.522836253046989441e-02,1.509887631982564926e-02,2.581462450325489044e-02,-5.461696535348892212e-02,-4.946993663907051086e-02,5.795361846685409546e-02,-9.647396951913833618e-02,2.109218947589397430e-02,1.834622770547866821e-01,-7.242479175329208374e-02,-4.257120937108993530e-02,1.120863631367683411e-01,-8.648228645324707031e-02,-7.150749117136001587e-02,2.194474190473556519e-01,2.062285691499710083e-01,1.579485386610031128e-01,6.183930672705173492e-03,2.973856404423713684e-02,-1.800311543047428131e-02,-2.792393267154693604e-01,4.811635613441467285e-02,-8.252406842075288296e-04,2.411030419170856476e-02,-9.127767384052276611e-02,1.432310640811920166e-01,4.761915281414985657e-02,-8.370074629783630371e-02,6.590448319911956787e-03,3.131090104579925537e-02,1.304115951061248779e-01,8.532180637121200562e-02
-6.580240279436111450e-02,1.153060570359230042e-01,1.163028180599212646e-01,5.401265993714332581e-02,-7.464592903852462769e-02,-2.910365909337997437e-02,5.920789018273353577e-02,1.930396109819412231e-01,1.333241537213325500e-02,-1.144103854894638062e-01,1.593003608286380768e-02,1.086372211575508118e-01,-4.142536222934722900e-02,-1.925246603786945343e-02,1.221636682748794556e-02,-1.677296310663223267e-01,1.486923396587371826e-01,-1.895113661885261536e-02,-1.032569333910942078e-01,1.644838005304336548e-01,4.264028742909431458e-02,-9.618291258811950684e-02,-3.782922169193625450e-03,5.599601566791534424e-02,-4.992437735199928284e-02,1.699426472187042236e-01,1.843493245542049408e-02,-1.646383702754974365e-01,1.397842019796371460e-01,-4.066266864538192749e-02,1.898054592311382294e-02,-6.741945445537567139e-02,3.561172634363174438e-02,-6.885395199060440063e-02,-2.847229316830635071e-02,1.549539268016815186e-01,-2.317731268703937531e-02,-8.667097426950931549e-03,-1.375483125448226929e-01,4.527514055371284485e-02,-1.063622087240219116e-01,-7.588344067335128784e-02,9.303762018680572510e-02,-4.741720482707023621e-02,-2.064693905413150787e-02,-1.001938339322805405e-02,7.409114390611648560e-02,-6.277626752853393555e-02,-1.623380184173583984e-02,-2.659075660631060600e-03
-8.186390995979309082e-02,2.386118471622467041e-02,1.157876774668693542e-01,4.305729269981384277e-02,1.416952908039093018e-01,-6.163050606846809387e-02,2.624423243105411530e-02,4.735155776143074036e-02,-2.424877882003784180e-02,-5.578590184450149536e-02,2.111774384975433350e-01,-1.930874437093734741e-01,-7.880677469074726105e-03,8.888432383537292480e-02,2.682466758415102959e-03,8.363008499145507812e-03,6.226767599582672119e-02,1.551276594400405884e-01,2.784076705574989319e-02,7.763897627592086792e-02,7.705687731504440308e-02,-2.384354360401630402e-02,-9.656366705894470215e-02,-6.360910832881927490e-02,-7.163135707378387451e-02,2.899292483925819397e-02,9.452262520790100098e-02,3.159571066498756409e-02,-1.131881028413772583e-01,1.029381006956100464e-01,2.634267136454582214e-02,-5.500635877251625061e-02,-1.277106553316116333e-01,-1.435106098651885986e-01,1.257500518113374710e-02,1.314944326877593994e-01,-1.614269316196441650e-01,-6.710064411163330078e-02,1.527537852525711060e-01,1.602753996849060059e-01,-1.419166773557662964e-01,6.291352212429046631e-02,-4.469951614737510681e-02,9.424497932195663452e-02,-1.373560279607772827e-01,9.205692261457443237e-02,4.072398412972688675e-03,-5.641723796725273132e-02,4.435431584715843201e-02,-9.111268818378448486e-02
3.049554862082004547e-02,5.340250208973884583e-02,1.447046101093292236e-01,-1.524568768218159676e-03,4.119668900966644287e-02,1.952202171087265015e-01,7.235279679298400879e-02,-5.221400782465934753e-02,-1.116936504840850830e-01,1.190249323844909668e-01,-1.293952669948339462e-02,8.215036243200302124e-02,-1.196562722325325012e-01,-5.334808677434921265e-02,1.269432008266448975e-01,1.073437407612800598e-01,-7.947066426277160645e-02,-8.930240571498870850e-02,1.107077300548553467e-01,2.150616422295570374e-02,-8.422436565160751343e-02,-1.523465942591428757e-02,3.193472698330879211e-02,-1.654672324657440186e-01,-1.434537172317504883e-01,-9.018903225660324097e-02,-1.459955424070358276e-01,4.641424492001533508e-02,6.123064830899238586e-02,8.478711545467376709e-02,4.618060216307640076e-02,-1.417245715856552124e-01,-1.861310750246047974e-01,-2.343267388641834259e-02,1.884212344884872437e-01,1.408511251211166382e-01,1.279009431600570679e-01,9.282337129116058350e-02,1.959590613842010498e-01,-3.103493340313434601e-02,-7.371185813099145889e-03,7.694046944379806519e-02,-2.280906774103641510e-02,-2.157778665423393250e-02,-1.487661004066467285e-01,6.856104824692010880e-03,2.211919240653514862e-02,1.008102595806121826e-01,-5.848819389939308167e-02,7.120195776224136353e-03
3.770183073356747627e-03,-1.107169538736343384e-01,1.082925498485565186e-01,-8.915786445140838623e-02,5.501481518149375916e-02,-1.371949315071105957e-01,8.841891586780548096e-02,-1.914242953062057495e-01,1.813956536352634430e-02,8.400861173868179321e-02,-9.273918718099594116e-02,2.344075404107570648e-02,2.015470340847969055e-02,9.802985936403274536e-02,-3.019015863537788391e-02,1.071803793311119080e-01,2.069293111562728882e-01,-2.435839362442493439e-02,-2.016185969114303589e-01,-1.175118982791900635e-02,1.578279435634613037e-01,9.828234463930130005e-02,5.889643728733062744e-02,-7.072968035936355591e-02,-1.235479209572076797e-02,7.670480757951736450e-02,1.005635857582092285e-01,-1.261398345232009888e-01,-6.513278186321258545e-02,-2.545837759971618652e-01,1.863586902618408203e-01,7.107127457857131958e-02,5.026562139391899109e-03,-4.594789072871208191e-02,-1.015774905681610107e-01,4.852199461311101913e-03,7.632740586996078491e-02,-2.706346474587917328e-02,-9.903929382562637329e-02,-1.404776722192764282e-01,9.165432304143905640e-02,8.316389471292495728e-02,1.207527518272399902e-01,8.220309764146804810e-02,-6.122440099716186523e-02,-1.402000039815902710e-01,-7.005316764116287231e-02,1.475910246372222900e-01,-1.052985340356826782e-01,-6.360691040754318237e-03
5.648680776357650757e-02,8.349101990461349487e-02,-1.402529329061508179e-01,-6.236598268151283264e-02,1.996972709894180298e-01,1.472057998180389404e-01,-1.569968461990356445e-01,-8.022265136241912842e-02,-4.042308032512664795e-02,-2.578969597816467285e-01,-3.056228756904602051e-01,-2.396689727902412415e-02,1.108468249440193176e-01,2.883598394691944122e-02,-6.407755613327026367e-02,-1.100849062204360962e-01,-1.888631284236907959e-02,-4.239714518189430237e-02,1.139409691095352173e-01,-1.505624153651297092e-03,6.195911392569541931e-02,-2.881759218871593475e-02,-8.940835297107696533e-02,-1.446433663368225098e-01,-1.049310043454170227e-01,1.136046051979064941e-01,-1.241303887218236923e-02,7.494309544563293457e-02,-9.545865654945373535e-02,8.928330242633819580e-02,5.724696442484855652e-02,1.408973485231399536e-01,-5.457069724798202515e-02,5.239009857177734375e-03,-1.410322189331054688e-01,2.357509136199951172e-01,6.350088119506835938e-02,-3.174447640776634216e-02,-1.320049315690994263e-01,-7.991827093064785004e-03,3.753894567489624023e-02,-2.482161112129688263e-02,-1.254276931285858154e-01,-1.619256436824798584e-01,-4.738572239875793457e-02,1.116398051381111145e-01,-2.486361712217330933e-01,-9.524489752948284149e-03,8.568722009658813477e-02,1.224195584654808044e-01
1.837728321552276611e-01,-6.902793049812316895e-02,-6.706029176712036133e-02,-9.993088245391845703e-02,2.690998092293739319e-02,-1.582612842321395874e-01,-1.028555110096931458e-01,1.295552588999271393e-02,1.484315842390060425e-01,-1.103011220693588257e-01,-1.133098267018795013e-03,-1.105960234999656677e-01,1.791717298328876495e-02,-3.114744834601879120e-02,-2.014702707529067993e-01,-1.710993200540542603e-01,-7.473110407590866089e-02,-3.072192659601569176e-03,2.133165672421455383e-02,7.184315472841262817e-02,-1.197720617055892944e-01,1.671666353940963745e-01,-2.339247316122055054e-01,-6.177993491291999817e-02,7.442607730627059937e-02,4.963961616158485413e-02,1.118699014186859131e-01,7.780934125185012817e-02,1.692317053675651550e-02,6.008053198456764221e-03,8.831792324781417847e-02,-7.820581085979938507e-03,4.443410038948059082e-02,-1.164857894182205200e-01,5.454473942518234253e-02,6.671527773141860962e-02,3.777523338794708252e-02,-1.490204334259033203e-01,2.071426510810852051e-01,9.759715199470520020e-02,-1.759178042411804199e-01,-1.119554191827774048e-01,-6.887579709291458130e-02,-1.345708966255187988e-01,1.408823183737695217e-03,3.771155700087547302e-02,-2.516802027821540833e-02,-1.191523596644401550e-01,-2.591378241777420044e-02,-2.323592901229858398e-01
-2.161941118538379669e-02,-3.680515568703413010e-03,-7.508452981710433960e-02,6.595812737941741943e-03,-7.949497550725936890e-02,-1.713910698890686035e-01,-5.973219498991966248e-02,-9.705389291048049927e-02,5.846145004034042358e-02,2.789291143417358398e-01,-2.039971947669982910e-01,6.395407021045684814e-02,-1.926998607814311981e-02,-9.667722880840301514e-02,-1.136273592710494995e-01,-7.326265797019004822e-03,7.986079901456832886e-02,3.295950219035148621e-02,1.247016265988349915e-01,9.010937996208667755e-03,-2.712583541870117188e-01,-7.828918844461441040e-02,3.368870168924331665e-02,1.708185523748397827e-01,1.878778822720050812e-02,-8.542539179325103760e-02,-5.526819080114364624e-02,7.027246803045272827e-02,2.296422608196735382e-02,-1.041390001773834229e-01,6.104804202914237976e-02,-8.062724769115447998e-02,9.875425696372985840e-02,1.478511281311511993e-02,1.395474970340728760e-01,3.889375925064086914e-02,-1.895726658403873444e-02,2.278833389282226562e-01,1.265362203121185303e-01,8.938644826412200928e-02,-1.623823307454586029e-02,1.658946126699447632e-01,-3.274798393249511719e-02,-8.449819684028625488e-02,1.473148912191390991e-01,9.353705495595932007e-02,-1.321401074528694153e-02,1.102250963449478149e-01,5.259656533598899841e-02,-9.634488821029663086e-02
4.557202756404876709e-02,-1.270018368959426880e-01,-6.868478655815124512e-02,-1.170688867568969727e-01,-2.400638908147811890e-01,5.669738631695508957e-03,-4.716483503580093384e-02,-1.533700674772262573e-01,-3.802213445305824280e-02,-5.570089071989059448e-02,3.026547143235802650e-03,-1.264247894287109375e-01,1.364102512598037720e-01,-3.835637122392654419e-02,1.296946220099925995e-02,9.047318994998931885e-02,9.726340323686599731e-02,1.975007355213165283e-01,-3.744979202747344971e-02,2.068701982498168945e-01,9.619377553462982178e-02,4.345139116048812866e-02,4.130950942635536194e-02,-1.256752014160156250e-01,-1.278953999280929565e-01,-6.792543828487396240e-02,1.072544455528259277e-01,8.878257125616073608e-02,7.357263565063476562e-02,-2.723756805062294006e-02,-5.852296203374862671e-02,2.177018113434314728e-02,-1.028098762035369873e-01,-8.290453255176544189e-02,-4.448526725172996521e-02,1.288347542285919189e-01,-8.350715972483158112e-03,-3.996332287788391113e-01,-5.150624364614486694e-02,-9.494766592979431152e-02,-4.938184097409248352e-02,-6.019843742251396179e-02,-8.454082161188125610e-02,-2.786361239850521088e-02,1.626315712928771973e-01,7.633855193853378296e-02,-1.203175336122512817e-01,-2.485716715455055237e-02,-4.696456715464591980e-02,2.290162071585655212e-02
