17,59,50,70,18,55,22
19,71,45,73,26,49,53
39,82,55,70,36,80,52
36,76,27,82,52,66,50
41,66,45,54,33,62,56
23,66,56,55,51,59,30
32,74,44,85,34,52,41
56,55,42,81,26,67,30
18,81,39,62,50,81,45
45,67,21,50,54,62,52
24,60,56,51,54,75,37
48,81,50,71,41,69,35
33,81,22,50,19,53,44
41,49,33,69,51,59,26
44,82,55,76,20,62,17
33,51,27,50,51,74,20
20,56,28,48,39,57,42
43,70,36,62,21,84,30
39,59,54,73,40,56,43
55,64,38,81,19,55,40
28,85,26,51,52,65,54
40,85,34,69,31,73,21
51,52,34,83,46,52,21
43,50,41,55,35,65,24
17,49,38,61,53,71,51
33,81,23,48,44,56,17
51,57,55,63,25,52,32
18,73,29,58,34,56,27
52,70,37,79,56,82,23
23,59,29,67,17,56,50
26,75,56,52,25,73,31
34,66,38,64,53,85,43
37,64,27,75,25,65,24
31,73,28,54,33,54,56
46,58,18,63,49,80,20
55,61,32,62,32,85,40
32,82,37,71,48,69,49
31,81,46,71,33,51,45
54,59,27,64,52,87,49
37,53,55,68,30,61,36
38,74,47,84,21,74,53
56,75,42,63,32,75,20
46,70,46,79,46,54,56
49,57,19,72,24,49,32
19,61,20,51,25,82,32
19,63,52,57,26,51,42
22,56,30,74,50,73,17
22,75,21,65,34,62,42
19,61,22,53,22,65,40
25,80,29,70,47,48,29
29,50,20,67,38,83,52
44,58,38,50,23,63,56
37,49,39,66,30,82,36
21,58,51,82,40,53,35
19,71,20,53,30,76,48
45,77,37,61,19,60,20
45,86,27,48,42,81,21
25,66,36,86,30,81,18
19,75,51,64,27,85,51
50,66,20,57,32,59,48
52,48,17,51,39,75,45
48,52,45,48,21,59,55
55,48,19,58,46,79,34
39,54,33,79,49,83,25
45,80,36,56,37,71,52
54,56,47,87,34,74,40
22,69,40,72,41,69,45
23,66,47,77,25,48,54
56,84,45,63,42,87,53
34,79,24,77,26,75,25
17,69,52,84,38,56,17
29,84,19,86,17,78,36
51,81,39,76,35,72,46
31,70,36,75,56,84,40
21,54,41,62,37,87,42
49,84,28,69,21,66,26
45,80,19,55,36,72,36
31,57,31,49,56,65,33
34,68,51,48,55,80,53
47,58,42,64,41,49,30
44,67,44,50,50,70,26
42,58,50,75,23,84,22
18,86,36,50,23,82,48
47,80,31,63,55,82,36
53,84,33,64,53,60,51
35,48,46,65,37,76,41
18,49,43,82,21,53,38
37,56,54,79,37,72,54
19,59,36,54,41,48,43
39,76,54,56,35,71,53
44,70,24,74,41,68,29
28,76,53,60,22,75,46
39,81,29,52,22,68,31
24,77,52,76,48,59,27
51,52,40,74,22,83,32
50,87,51,49,19,75,39
22,68,31,82,22,69,20
35,80,31,85,39,83,23
34,75,53,72,52,58,21
31,74,46,51,46,83,17
28,62,56,87,38,86,39
27,58,31,83,37,69,56
37,76,20,76,31,66,26
28,53,54,77,33,52,45
22,76,21,61,50,60,49
45,58,38,67,34,86,30
47,48,45,56,18,82,33
52,76,32,61,29,76,50
32,49,28,60,17,52,36
35,66,56,58,39,84,30
41,50,23,48,41,73,19
41,54,46,71,20,71,25
46,52,20,56,28,71,34
55,84,44,65,21,68,55
51,58,53,62,34,77,19
32,81,53,67,29,58,36
23,61,27,49,52,52,48
37,61,28,64,50,86,26
23,72,40,80,53,87,18
40,57,39,75,52,73,30
53,52,50,87,19,83,45
26,52,55,77,55,56,54
40,79,52,82,19,78,43
52,82,49,54,39,60,17
31,68,45,57,33,58,44
27,85,36,79,55,83,31
43,49,21,80,28,48,25
26,57,27,63,42,68,34
38,62,53,60,45,64,31
52,65,22,66,20,61,26
30,53,20,68,26,53,22
38,64,19,72,48,49,52
26,79,26,56,22,57,25
29,78,40,83,54,86,49
26,65,35,62,47,48,34
39,63,54,54,41,71,40
35,53,18,84,32,76,27
56,56,25,53,20,75,51
17,81,52,65,29,51,26
29,83,23,75,57,76,32
50,55,23,63,45,80,45
37,66,33,73,26,75,49
32,66,43,66,42,65,25
43,53,32,78,37,63,38
55,81,31,73,55,80,56
57,85,38,75,24,62,37
56,83,43,77,20,63,57
46,70,28,54,51,70,55
27,51,17,73,19,86,41
49,59,41,74,30,51,18
46,71,53,61,21,57,28
40,83,24,63,37,83,40
55,63,51,57,35,75,49
21,87,17,55,56,83,57
55,52,22,77,39,64,31
55,83,27,78,51,57,27
32,49,32,76,23,64,53
43,64,18,57,19,63,50
49,61,23,78,53,64,39
32,55,39,65,26,64,19
29,83,26,84,26,81,53
22,70,34,87,37,87,20
24,72,36,64,43,48,25
31,48,22,67,45,53,28
52,48,57,48,49,87,49
37,82,50,50,47,72,24
41,87,23,57,41,58,22
25,66,19,83,38,48,18
25,68,30,86,43,79,54
45,81,33,78,50,54,44
44,57,46,80,32,60,42
21,74,21,61,35,77,18
40,58,39,58,51,84,46
56,50,18,63,26,71,26
