42,62,32,66,54,55,27
45,51,29,72,36,69,19
21,80,20,59,55,57,25
48,74,27,86,47,78,49
54,68,52,58,44,83,46
21,75,42,66,25,82,31
43,49,49,71,36,65,51
28,58,42,83,26,84,44
42,65,20,58,43,69,56
41,67,54,61,52,64,42
47,70,30,77,50,63,47
31,59,32,80,44,65,33
44,75,33,66,54,73,27
51,61,28,52,29,72,31
25,51,26,81,33,79,54
50,66,33,50,35,62,55
26,69,49,75,30,70,17
32,73,55,73,53,53,24
21,84,48,48,22,78,46
21,64,17,62,55,82,52
32,86,26,70,23,48,18
46,61,48,52,45,49,56
37,51,41,58,49,50,40
46,75,21,75,46,85,51
24,69,29,63,46,54,25
29,79,47,54,47,68,54
54,72,50,84,36,49,56
24,62,21,82,51,64,49
44,78,54,75,29,69,34
41,51,30,53,25,64,31
32,87,37,59,44,84,42
50,78,36,72,19,65,28
33,82,25,63,39,75,57
19,86,51,62,40,56,27
31,49,42,53,39,63,39
40,76,32,71,26,77,52
24,63,51,70,27,52,22
20,71,19,55,47,67,30
32,53,21,55,34,54,40
22,84,44,80,43,52,43
27,61,55,72,47,79,19
55,67,36,68,20,50,55
34,80,18,49,27,65,39
45,52,37,69,24,68,52
53,78,50,62,47,68,23
43,79,28,79,46,75,18
30,59,54,84,19,75,23
39,84,29,69,36,79,47
17,71,54,49,24,48,23
46,50,36,72,34,71,32
38,57,50,83,56,61,18
40,64,43,65,38,54,32
46,81,24,49,31,81,25
43,60,30,65,45,58,50
49,51,55,61,52,56,44
33,58,56,72,36,55,40
26,72,52,85,34,85,47
25,76,34,81,36,65,31
18,76,40,83,19,80,17
31,82,49,84,27,49,41
17,61,20,59,33,73,46
54,61,23,81,46,81,19
55,79,56,56,19,61,22
47,59,20,66,25,68,37
25,86,34,76,21,66,24
39,67,53,83,28,66,33
35,80,33,54,54,52,52
45,78,27,78,28,62,43
28,74,43,61,26,80,31
39,48,40,70,54,56,23
34,55,33,49,21,78,27
43,64,42,52,27,73,32
19,81,31,76,28,72,26
33,64,22,79,56,82,52
53,81,42,77,30,64,20
23,73,40,50,33,88,42
22,68,25,49,50,76,32
41,71,22,67,41,85,34
26,62,24,49,21,63,50
51,72,30,81,34,72,39
20,54,45,66,18,53,34
42,53,24,55,23,81,18
34,57,33,67,17,80,48
45,72,39,85,27,52,50
40,49,42,54,23,81,20
51,57,31,76,29,69,24
52,56,37,73,56,61,43
42,61,35,83,56,73,23
50,85,33,86,44,58,29
36,63,30,85,22,61,35
25,70,22,74,47,70,23
27,74,19,65,55,51,47
